Chidamber-Kemerer metrics,Sun, 4 Dec 2022 00:22:17 WET
Class,CBO,DIT,LCOM,NOC,RFC,WMC
net.sourceforge.ganttproject.test.task.ImportTasksTestCase,2,4,2,0,32,5
net.sourceforge.ganttproject.test.task.TaskTestCase,36,3,1,32,25,11
net.sourceforge.ganttproject.test.task.TestCriticalPath,2,4,10,0,32,10
net.sourceforge.ganttproject.test.task.TestCriticalPath.LaggedDependencyChainCriticalPathTester,2,1,1,0,17,2
net.sourceforge.ganttproject.test.task.TestLocalCriticalPath,1,4,3,0,21,3
net.sourceforge.ganttproject.test.task.TestResourceAssignments,1,3,1,0,45,21
net.sourceforge.ganttproject.test.task.TestTaskActivitiesRecalculation,1,4,2,0,18,2
net.sourceforge.ganttproject.test.task.TestTaskBounds,2,4,1,0,16,1
net.sourceforge.ganttproject.test.task.TestTaskCompletionPercentage,1,4,4,0,17,4
net.sourceforge.ganttproject.test.task.calendar.TestSetLength,3,5,1,0,16,3
net.sourceforge.ganttproject.test.task.calendar.TestWeekendCalendar,4,4,2,1,28,6
net.sourceforge.ganttproject.test.task.calendar.TestWorkingUnitCounter,2,4,1,0,19,3
net.sourceforge.ganttproject.test.task.dependency.Test1362749,1,4,1,0,19,1
net.sourceforge.ganttproject.test.task.dependency.TestDependencyActivityBinding,1,4,2,0,25,10
net.sourceforge.ganttproject.test.task.dependency.TestDependencyCycle,1,4,1,0,12,4
net.sourceforge.ganttproject.test.task.dependency.TestDependencyFormatting,2,4,3,0,38,9
net.sourceforge.ganttproject.test.task.dependency.TestFinishFinishDependency,3,4,1,0,30,3
net.sourceforge.ganttproject.test.task.dependency.TestRecalculateTaskScheduleAlgorithm,1,4,1,0,24,5
net.sourceforge.ganttproject.test.task.dependency.TestStartFinishDepedency,2,4,3,0,16,3
net.sourceforge.ganttproject.test.task.dependency.TestSupertaskAdjustment,2,4,3,0,22,3
net.sourceforge.ganttproject.test.task.dependency.TestTaskDependencyCommon,1,4,5,0,40,12
net.sourceforge.ganttproject.test.task.event.TestTaskDependencyEvent,2,4,2,0,11,4
net.sourceforge.ganttproject.test.task.event.TestTaskDependencyEvent.TaskListenerImpl,1,2,1,2,2,2
net.sourceforge.ganttproject.test.task.event.TestTaskHierarchyEvent,2,4,1,0,6,2
net.sourceforge.ganttproject.test.task.event.TestTaskHierarchyEvent.TaskListenerImpl,1,2,1,1,2,2
net.sourceforge.ganttproject.test.task.event.TestTaskScheduleEvent,2,4,2,0,19,3
net.sourceforge.ganttproject.test.task.event.TestTaskScheduleEvent.TaskListenerImpl,1,2,1,0,4,3
net.sourceforge.ganttproject.test.task.hierarchy.TestTaskDocumentOrder,1,4,1,0,12,1
net.sourceforge.ganttproject.test.task.hierarchy.TestTaskHierarchy,1,4,2,0,19,3
net.sourceforge.ganttproject.test.task.hierarchy.TestTaskIndentOutdent,2,4,1,0,24,10
net.sourceforge.ganttproject.test.time.GregorianTimeStackTest,0,3,1,0,10,5
net.sourceforge.ganttproject.test.time.TestWeekFramer,1,3,1,0,23,5
net.sourceforge.ganttproject.test.time.TestWeekFramer.TestCalendarFactory,1,1,1,0,2,1
net.sourceforge.ganttproject.undo.GPUndoListener,n/a,n/a,n/a,n/a,1,n/a
net.sourceforge.ganttproject.undo.GPUndoManager,n/a,n/a,n/a,n/a,10,n/a
net.sourceforge.ganttproject.undo.UndoManagerImpl,10,1,4,1,37,21
net.sourceforge.ganttproject.undo.UndoableEditImpl,9,2,2,0,28,10
net.sourceforge.ganttproject.util.BrowserControl,6,1,1,0,27,29
net.sourceforge.ganttproject.util.BrowserControl.Platforms,1,n/a,2,n/a,2,0
net.sourceforge.ganttproject.util.ColorConvertion,8,1,2,0,4,2
net.sourceforge.ganttproject.util.DateUtils,2,1,1,0,7,4
net.sourceforge.ganttproject.util.FileUtil,2,1,1,0,14,9
net.sourceforge.ganttproject.util.MathUtil,0,1,1,0,1,3
net.sourceforge.ganttproject.util.MouseUtil,4,1,1,0,9,5
net.sourceforge.ganttproject.util.PropertiesUtil,5,1,1,0,7,3
net.sourceforge.ganttproject.util.StringUtils,4,1,5,0,16,14
net.sourceforge.ganttproject.util.collect.Pair,25,1,3,0,4,4
net.sourceforge.ganttproject.wizard.AbstractFileChooserPage,11,1,1,1,63,43
net.sourceforge.ganttproject.wizard.AbstractFileChooserPage.UrlFetcher,2,1,1,1,35,14
net.sourceforge.ganttproject.wizard.AbstractWizard,11,1,2,1,48,26
net.sourceforge.ganttproject.wizard.WizardPage,n/a,n/a,n/a,n/a,3,n/a
org.ganttproject.WebStartIDClass,0,1,0,0,0,0
org.ganttproject.chart.Panel,2,5,16,2,19,15
org.ganttproject.chart.PanelStyler,8,1,2,4,13,7
org.ganttproject.chart.burndownchart.BurndownChartPanel,2,6,3,0,20,8
org.ganttproject.chart.burndownchart.Graph,3,2,4,1,7,2
org.ganttproject.chart.burndownchart.GraphPanel,7,2,1,0,45,22
org.ganttproject.chart.burndownchart.GraphPanel.COLOR,3,n/a,2,n/a,4,1
org.ganttproject.chart.burndownchart.RemainingEffortGraph,4,3,1,0,40,18
org.ganttproject.chart.burndownchart.RemainingTasksGraph,3,2,1,0,19,8
org.ganttproject.chart.pert.ActivityOnNodePertChart,5,6,12,0,85,142
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalArrow,3,1,1,0,12,5
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalNode,6,4,1,0,35,14
org.ganttproject.chart.pert.PertChart,2,5,12,1,28,16
org.ganttproject.chart.pert.PertChartAbstraction,5,1,1,0,19,12
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode,3,1,3,0,20,12
org.ganttproject.chart.pert.PertChartAbstraction.Type,2,1,0,0,0,0
org.ganttproject.chart.pert.WebStartIDClass,0,1,0,0,0,0
org.ganttproject.chart.planner.PlannerPainter,4,2,4,0,11,7
org.ganttproject.chart.planner.PlannerPainter.DrawGraph,3,1,1,0,32,20
org.ganttproject.chart.planner.PlannerPainter.DrawStatistics,3,1,1,0,19,3
org.ganttproject.chart.planner.PlannerPanel,5,6,2,0,22,7
org.ganttproject.impex.htmlpdf.AbstractEngine,1,1,1,1,8,6
org.ganttproject.impex.htmlpdf.ExporterToHTML,7,3,8,0,24,26
org.ganttproject.impex.htmlpdf.ExporterToHTML.HTMLStylesheetImpl,5,2,3,0,17,8
org.ganttproject.impex.htmlpdf.ExporterToPDF,4,3,6,0,26,15
org.ganttproject.impex.htmlpdf.HTMLStylesheet,n/a,n/a,n/a,n/a,7,n/a
org.ganttproject.impex.htmlpdf.HTMLStylesheet.InputVersion,n/a,n/a,n/a,n/a,0,n/a
org.ganttproject.impex.htmlpdf.HtmlSerializer,2,3,2,0,34,6
org.ganttproject.impex.htmlpdf.PDFStylesheet,n/a,n/a,n/a,n/a,0,n/a
org.ganttproject.impex.htmlpdf.PropertyFetcher,1,1,2,0,51,7
org.ganttproject.impex.htmlpdf.Stylesheet,n/a,n/a,n/a,n/a,2,n/a
org.ganttproject.impex.htmlpdf.StylesheetExporterBase,3,2,3,2,24,14
org.ganttproject.impex.htmlpdf.StylesheetFactoryImpl,4,1,1,2,15,3
org.ganttproject.impex.htmlpdf.StylesheetImpl,3,1,2,2,4,4
org.ganttproject.impex.htmlpdf.WebStartIDClass,0,1,0,0,0,0
org.ganttproject.impex.htmlpdf.XmlSerializer,3,2,3,1,66,36
org.ganttproject.impex.htmlpdf.fonts.TTFontCache,8,1,1,0,53,34
org.ganttproject.impex.htmlpdf.fonts.TTFontCache.AwtFontSupplier,1,1,1,0,9,7
org.ganttproject.impex.htmlpdf.fonts.TTFontCache.BaseFontPublicMorozov,1,2,1,0,2,1
org.ganttproject.impex.htmlpdf.fonts.TTFontCache.FontKey,1,1,0,0,7,16
org.ganttproject.impex.htmlpdf.itext.ChartWriter,3,1,1,0,39,9
org.ganttproject.impex.htmlpdf.itext.FontSubstitutionModel,7,1,3,0,26,12
org.ganttproject.impex.htmlpdf.itext.FontSubstitutionModel.FontSubstitution,4,1,1,0,8,5
org.ganttproject.impex.htmlpdf.itext.FontSubstitutionPanel,4,1,1,0,27,21
org.ganttproject.impex.htmlpdf.itext.ITextEngine,10,2,2,0,61,25
org.ganttproject.impex.htmlpdf.itext.ITextStylesheet,n/a,n/a,n/a,n/a,2,n/a
org.ganttproject.impex.htmlpdf.itext.ThemeImpl,8,2,12,0,183,74
org.w3c.util.DateParser,3,1,1,0,36,29
org.w3c.util.InvalidDateException,3,3,0,0,2,1

