Lines of code metrics,domingo, 4 dez. 2022 22:59:46 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
net.sourceforge.ganttproject.task.TaskImpl.FieldChange.setOldValue(Object),0,0,3,3,"25,00%"
net.sourceforge.ganttproject.task.TaskImpl.FieldChange.setValue(Object),0,0,4,4,"33,33%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorException.MutatorException(String),0,0,3,3,"60,00%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.addNotes(String),0,0,9,9,"2,94%"
"net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.cachePrecomputedShift(Task, float)",1,0,3,2,"0,98%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.commit(),0,0,58,58,"18,95%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.getActivities(),0,0,8,8,"2,61%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.getCompletionPercentage(),0,0,5,5,"1,63%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.getDuration(),0,0,3,3,"0,98%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.getEnd(),0,0,3,3,"0,98%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.getPrecomputedShift(float),1,0,4,3,"1,31%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.getStart(),0,0,3,3,"0,98%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.getThird(),0,0,3,3,"0,98%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setColor(Color),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setCompletionPercentage(int),0,0,8,8,"2,61%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setCritical(boolean),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setDuration(TimeDuration),1,0,22,21,"7,19%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setEnd(GanttCalendar),0,0,10,10,"3,27%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setExpand(boolean),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setIsolationLevel(int),0,0,4,4,"1,31%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setMilestone(boolean),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setName(String),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setNotes(String),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setPriority(Priority),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setProjectTask(boolean),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setShape(ShapePaint),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setStart(GanttCalendar),0,0,15,15,"4,90%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setTaskInfo(TaskInfo),0,0,4,4,"1,31%"
"net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setThird(GanttCalendar, int)",0,0,15,15,"4,90%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.setWebLink(String),0,0,9,9,"2,94%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.shift(TimeDuration),0,0,14,14,"4,58%"
net.sourceforge.ganttproject.task.TaskImpl.MutatorImpl.shift(float),0,0,11,11,"3,59%"
net.sourceforge.ganttproject.task.TaskImpl.ProgressEventSender.enable(),0,0,4,4,"28,57%"
net.sourceforge.ganttproject.task.TaskImpl.ProgressEventSender.fireEvent(),0,0,7,7,"50,00%"
net.sourceforge.ganttproject.task.TaskImpl.PropertiesEventSender.enable(),0,0,4,4,"28,57%"
net.sourceforge.ganttproject.task.TaskImpl.PropertiesEventSender.fireEvent(),0,0,7,7,"50,00%"
"net.sourceforge.ganttproject.task.TaskImpl.TaskImpl(TaskManagerImpl, TaskImpl, boolean)",1,0,34,33,"3,31%"
"net.sourceforge.ganttproject.task.TaskImpl.TaskImpl(TaskManagerImpl, int)",0,0,14,14,"1,36%"
net.sourceforge.ganttproject.task.TaskImpl.addNotes(String),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.adjustNestedTasks(),0,0,13,13,"1,27%"
net.sourceforge.ganttproject.task.TaskImpl.applyThirdDateConstraint(),13,0,16,3,"1,56%"
net.sourceforge.ganttproject.task.TaskImpl.areEventsEnabled(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskImpl.calculateEnd(),0,0,6,6,"0,58%"
net.sourceforge.ganttproject.task.TaskImpl.colorDefined(),4,5,8,3,"0,78%"
net.sourceforge.ganttproject.task.TaskImpl.createMutator(),0,0,8,8,"0,78%"
net.sourceforge.ganttproject.task.TaskImpl.createMutatorFixingDuration(),0,0,14,14,"1,36%"
net.sourceforge.ganttproject.task.TaskImpl.delete(),0,0,5,5,"0,49%"
net.sourceforge.ganttproject.task.TaskImpl.enableEvents(boolean),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskImpl.getActivities(),0,0,11,11,"1,07%"
net.sourceforge.ganttproject.task.TaskImpl.getAssignmentCollection(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getAssignments(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getAttachments(),4,0,71,67,"6,92%"
net.sourceforge.ganttproject.task.TaskImpl.getColor(),0,0,12,12,"1,17%"
net.sourceforge.ganttproject.task.TaskImpl.getCompletionPercentage(),0,0,5,5,"0,49%"
net.sourceforge.ganttproject.task.TaskImpl.getCost(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getCustomValues(),1,1,5,4,"0,49%"
net.sourceforge.ganttproject.task.TaskImpl.getDependencies(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getDependenciesAsDependant(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getDependenciesAsDependee(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getDisplayEnd(),0,0,22,22,"2,14%"
net.sourceforge.ganttproject.task.TaskImpl.getDuration(),0,0,8,8,"0,78%"
net.sourceforge.ganttproject.task.TaskImpl.getEnd(),0,0,14,14,"1,36%"
net.sourceforge.ganttproject.task.TaskImpl.getExpand(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getManager(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getName(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getNestedTasks(),0,0,9,9,"0,88%"
net.sourceforge.ganttproject.task.TaskImpl.getNotes(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getPriority(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getShape(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getStart(),0,0,7,7,"0,68%"
net.sourceforge.ganttproject.task.TaskImpl.getSupertask(),0,0,5,5,"0,49%"
net.sourceforge.ganttproject.task.TaskImpl.getTaskID(),1,0,5,4,"0,49%"
net.sourceforge.ganttproject.task.TaskImpl.getTaskInfo(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getThird(),0,0,7,7,"0,68%"
net.sourceforge.ganttproject.task.TaskImpl.getThirdDateConstraint(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.getWebLink(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskImpl.isCritical(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.isLegacyMilestone(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskImpl.isMilestone(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.isProjectTask(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.isSupertask(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.isUnplugged(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskImpl.move(Task),0,0,4,4,"0,39%"
"net.sourceforge.ganttproject.task.TaskImpl.move(Task, int)",0,0,8,8,"0,78%"
net.sourceforge.ganttproject.task.TaskImpl.recalculateActivities(),0,0,24,24,"2,34%"
"net.sourceforge.ganttproject.task.TaskImpl.recalculateActivities(GPCalendarCalc, Task, List<TaskActivity>, Date, Date)",0,0,5,5,"0,49%"
net.sourceforge.ganttproject.task.TaskImpl.setColor(Color),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setCompletionPercentage(int),0,0,9,9,"0,88%"
net.sourceforge.ganttproject.task.TaskImpl.setCritical(boolean),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setDuration(TimeDuration),0,0,7,7,"0,68%"
net.sourceforge.ganttproject.task.TaskImpl.setEnd(GanttCalendar),0,0,5,5,"0,49%"
net.sourceforge.ganttproject.task.TaskImpl.setExpand(boolean),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setMilestone(boolean),0,0,7,7,"0,68%"
net.sourceforge.ganttproject.task.TaskImpl.setName(String),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setNotes(String),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setPriority(Priority),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setProjectTask(boolean),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setShape(ShapePaint),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setStart(GanttCalendar),0,0,8,8,"0,78%"
net.sourceforge.ganttproject.task.TaskImpl.setTaskInfo(TaskInfo),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setThirdDate(GanttCalendar),0,0,6,6,"0,58%"
net.sourceforge.ganttproject.task.TaskImpl.setThirdDateConstraint(int),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.setWebLink(String),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.shapeDefined(),4,5,8,3,"0,78%"
net.sourceforge.ganttproject.task.TaskImpl.shift(TimeDuration),0,0,16,16,"1,56%"
net.sourceforge.ganttproject.task.TaskImpl.shift(float),1,0,23,22,"2,24%"
"net.sourceforge.ganttproject.task.TaskImpl.shiftDate(Date, TimeDuration)",0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskImpl.toString(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.translateDuration(TimeDuration),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskImpl.translateDurationValue(TimeDuration),0,0,12,12,"1,17%"
net.sourceforge.ganttproject.task.TaskImpl.unpluggedClone(),0,0,10,10,"0,97%"
"net.sourceforge.ganttproject.task.TaskManager.Access.newInstance(Factory, TaskManagerConfig)",0,0,4,4,"66,67%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.build(),0,n/a,n/a,1,"1,20%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withColor(Color),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withCompletion(int),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withCost(BigDecimal),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withDuration(TimeDuration),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withEndDate(Date),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withExpansionState(boolean),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withId(int),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withLegacyMilestone(),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withName(String),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withNotes(String),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withParent(Task),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withPrevSibling(Task),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withPriority(Priority),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withPrototype(Task),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withStartDate(Date),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.TaskBuilder.withWebLink(String),0,0,4,4,"4,82%"
net.sourceforge.ganttproject.task.TaskManager.addTaskListener(TaskListener),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.createConstraint(Type),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.createLength(String),0,n/a,n/a,1,"0,70%"
"net.sourceforge.ganttproject.task.TaskManager.createLength(TimeUnit, Date, Date)",0,n/a,n/a,1,"0,70%"
"net.sourceforge.ganttproject.task.TaskManager.createLength(TimeUnit, float)",0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.createLength(long),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.createTask(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.createTask(int),0,n/a,n/a,2,"1,41%"
net.sourceforge.ganttproject.task.TaskManager.deleteTask(Task),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.emptyClone(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.encode(TimeDuration),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getAlgorithmCollection(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getCalendar(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getCalendarListener(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getCustomPropertyManager(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getDependencyCollection(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getDependencyGraph(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getDependencyHardnessOption(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getProjectCompletion(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getProjectEnd(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getProjectLength(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getProjectListener(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getProjectStart(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getRootTask(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getTask(int),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getTaskCopyNamePrefixOption(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getTaskCount(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getTaskDefaultColorOption(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getTaskHierarchy(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getTaskNamePrefixOption(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.getTasks(),0,n/a,n/a,1,"0,70%"
"net.sourceforge.ganttproject.task.TaskManager.importAssignments(TaskManager, HumanResourceManager, Map<Task, Task>, Map<HumanResource, HumanResource>)",0,n/a,n/a,2,"1,41%"
"net.sourceforge.ganttproject.task.TaskManager.importData(TaskManager, Map<CustomPropertyDefinition, CustomPropertyDefinition>)",0,n/a,n/a,2,"1,41%"
net.sourceforge.ganttproject.task.TaskManager.isZeroMilestones(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.newTaskBuilder(),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.processCriticalPath(Task),4,n/a,n/a,1,"4,93%"
net.sourceforge.ganttproject.task.TaskManager.registerTask(Task),0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManager.setZeroMilestones(Boolean),0,n/a,n/a,1,"0,70%"
"net.sourceforge.ganttproject.task.TaskManager.shift(Date, TimeDuration)",0,n/a,n/a,1,"0,70%"
net.sourceforge.ganttproject.task.TaskManagerConfig.getCalendar(),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskManagerConfig.getDefaultColor(),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskManagerConfig.getDefaultColorOption(),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskManagerConfig.getNotificationManager(),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskManagerConfig.getProjectDocumentURL(),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskManagerConfig.getResourceManager(),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskManagerConfig.getTimeUnitStack(),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeFactoryImpl.createFacade(),0,0,4,4,"36,36%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.addDeepNestedTasks(Task, ArrayList<Task>)",0,0,7,7,"3,61%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.areUnrelated(Task, Task)",0,0,21,21,"10,82%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.breadthFirstSearch(Task, Predicate<Pair<Task, Task>>)",0,0,16,16,"8,25%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.breadthFirstSearch(Task, boolean)",0,0,14,14,"7,22%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.compareDocumentOrder(Task, Task)",0,0,48,48,"24,74%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.contains(Task),0,0,4,4,"2,06%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getContainer(Task),0,0,4,4,"2,06%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getDeepNestedTasks(Task),0,0,6,6,"3,09%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getDepth(Task),0,0,9,9,"4,64%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getNestedTasks(Task),0,0,4,4,"2,06%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getNextSibling(Task),0,0,4,4,"2,06%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getOutlinePath(Task),0,0,4,4,"2,06%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getPreviousSibling(Task),0,0,5,5,"2,58%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getRootTask(),0,0,4,4,"2,06%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getTaskIndex(Task),0,0,8,8,"4,12%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.getTasksInDocumentOrder(),0,0,13,13,"6,70%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.hasNestedTasks(Task),0,0,4,4,"2,06%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.move(Task, Task)",0,0,4,4,"2,06%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.move(Task, Task, int)",0,0,4,4,"2,06%"
net.sourceforge.ganttproject.task.TaskManagerImpl.FacadeImpl.sort(Comparator<Task>),0,0,4,4,"2,06%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.TaskManagerImpl(Factory, TaskManagerConfig)",1,0,63,62,"6,09%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskMap.TaskMap(TaskManagerImpl),0,0,4,4,"8,51%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskMap.addTask(Task),0,0,4,4,"8,51%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskMap.clear(),0,0,4,4,"8,51%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskMap.getTask(int),0,0,3,3,"6,38%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskMap.getTasks(),0,0,8,8,"17,02%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskMap.isEmpty(),0,0,3,3,"6,38%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskMap.removeTask(Task),0,0,8,8,"17,02%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskMap.setDirty(),0,0,3,3,"6,38%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskMap.size(),0,0,3,3,"6,38%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskNamePrefixOption.TaskNamePrefixOption(),0,0,4,4,"22,22%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskNamePrefixOption.getAttributeName(),0,0,4,4,"22,22%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskNamePrefixOption.getTagName(),0,0,4,4,"22,22%"
net.sourceforge.ganttproject.task.TaskManagerImpl.TaskNamePrefixOption.loadValue(String),0,0,4,4,"22,22%"
net.sourceforge.ganttproject.task.TaskManagerImpl.addTaskListener(TaskListener),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.areEventsEnabled(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.createConstraint(Type),0,0,21,21,"2,03%"
net.sourceforge.ganttproject.task.TaskManagerImpl.createLength(String),0,0,95,95,"9,18%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.createLength(TimeUnit, Date, Date)",0,0,4,4,"0,39%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.createLength(TimeUnit, float)",0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.createLength(long),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.createRootTask(),0,0,10,10,"0,97%"
net.sourceforge.ganttproject.task.TaskManagerImpl.createTask(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.createTask(int),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.deleteTask(Task),0,0,11,11,"1,06%"
net.sourceforge.ganttproject.task.TaskManagerImpl.emptyClone(),0,0,6,6,"0,58%"
net.sourceforge.ganttproject.task.TaskManagerImpl.encode(TimeDuration),0,0,6,6,"0,58%"
net.sourceforge.ganttproject.task.TaskManagerImpl.findClosestWorkingTime(Date),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.findTimeUnit(String),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.fireDependencyAdded(TaskDependency),0,0,10,10,"0,97%"
net.sourceforge.ganttproject.task.TaskManagerImpl.fireDependencyChanged(TaskDependency),0,0,7,7,"0,68%"
net.sourceforge.ganttproject.task.TaskManagerImpl.fireDependencyRemoved(TaskDependency),0,0,8,8,"0,77%"
net.sourceforge.ganttproject.task.TaskManagerImpl.fireTaskAdded(Task),0,0,9,9,"0,87%"
net.sourceforge.ganttproject.task.TaskManagerImpl.fireTaskModelReset(),0,0,8,8,"0,77%"
net.sourceforge.ganttproject.task.TaskManagerImpl.fireTaskProgressChanged(Task),0,0,9,9,"0,87%"
net.sourceforge.ganttproject.task.TaskManagerImpl.fireTaskPropertiesChanged(Task),0,0,9,9,"0,87%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.fireTaskRemoved(Task, Task)",0,0,9,9,"0,87%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.fireTaskScheduleChanged(Task, GanttCalendar, GanttCalendar)",2,0,13,11,"1,26%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getAlgorithmCollection(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getAndIncrementId(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getCalendar(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getCalendarListener(),0,0,11,11,"1,06%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getConfig(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getCustomPropertyListener(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getCustomPropertyManager(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getDependencyCollection(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getDependencyGraph(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getDependencyHardnessOption(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getHierarchyManager(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getProjectCompletion(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getProjectDocument(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getProjectEnd(),0,0,8,8,"0,77%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getProjectLength(),0,0,8,8,"0,77%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getProjectListener(),0,0,12,12,"1,16%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getProjectStart(),0,0,8,8,"0,77%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getRootTask(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getTask(int),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getTaskCopyNamePrefixOption(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getTaskCount(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getTaskDefaultColorOption(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getTaskHierarchy(),3,0,7,4,"0,68%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getTaskNamePrefixOption(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getTasks(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.getTimeUnitStack(),0,0,3,3,"0,29%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.importAssignments(TaskManager, HumanResourceManager, Map<Task, Task>, Map<HumanResource, HumanResource>)",0,0,15,15,"1,45%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.importData(Task, Task, Map<CustomPropertyDefinition, CustomPropertyDefinition>, Map<Task, Task>)",0,0,46,46,"4,44%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.importData(TaskManager, Map<CustomPropertyDefinition, CustomPropertyDefinition>)",0,0,26,26,"2,51%"
